sampleID	eco_type	eco_subtype	eco_note	sampleID2	Level	Rank_code	Rank_I	Rank_II	Rank_III	Rank_IV	ARGs_unranked	Total_abu
SRR5471032	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5471032	Level 4	0.0-1.5-1.5-1.4-0.2	4.8E-05	1.2E-01	5.9E-01	2.3E-01	6.2E-02	2.2E+00
SRR5471221	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5471221	Level 4	0.0-1.6-1.5-1.3-0.2	1.9E-04	1.3E-01	6.1E-01	2.0E-01	6.3E-02	1.3E+00
SRR5476649	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5476649	Level 4	0.0-1.6-1.5-1.4-0.2	1.4E-04	1.3E-01	5.9E-01	2.1E-01	6.5E-02	1.2E+00
SRR5476651	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5476651	Level 4	0.0-1.6-1.6-1.3-0.2	1.5E-04	1.3E-01	6.1E-01	2.0E-01	6.2E-02	1.1E+00
SRR5493710	natural_permafrost	natural_permafrost	Sweden:KirunaArcticthawingpermafrost	SRR5493710	Level 5	0.0-1.4-1.7-1.2-0.1	0.0E+00	1.1E-01	6.7E-01	1.8E-01	3.3E-02	4.3E-01
SRR5493734	natural_permafrost	natural_permafrost	Sweden:KirunaArcticthawingpermafrost	SRR5493734	Level 5	0.0-0.7-1.9-1.2-0.0	0.0E+00	5.4E-02	7.5E-01	1.9E-01	6.2E-04	2.1E-01
SRR5493776	natural_permafrost	natural_permafrost	Sweden:KirunaArcticthawingpermafrost	SRR5493776	Level 5	0.0-1.7-1.8-0.8-0.1	0.0E+00	1.4E-01	7.1E-01	1.3E-01	2.1E-02	5.3E-01
SRR5493777	natural_permafrost	natural_permafrost	Sweden:KirunaArcticthawingpermafrost	SRR5493777	Level 5	0.0-0.6-1.7-1.6-0.1	0.0E+00	5.0E-02	6.8E-01	2.5E-01	1.8E-02	3.8E-01
SRR5493778	natural_permafrost	natural_permafrost	Sweden:KirunaArcticthawingpermafrost	SRR5493778	Level 5	0.0-1.6-1.9-0.7-0.1	0.0E+00	1.3E-01	7.4E-01	1.1E-01	2.2E-02	4.1E-01
SRR5493781	natural_permafrost	natural_permafrost	Sweden:KirunaArcticthawingpermafrost	SRR5493781	Level 5	0.0-1.3-1.8-1.0-0.1	0.0E+00	1.1E-01	7.1E-01	1.5E-01	3.7E-02	4.9E-01
CBWdata_A8.2	natural_sediment	natural_sediment_China	ChinaSediments	A8-2	Level 5	0.0-1.6-1.2-2.2-0.1	0.0E+00	1.3E-01	4.8E-01	3.5E-01	4.3E-02	8.4E-02
CBWdata_A8.3	natural_sediment	natural_sediment_China	ChinaSediments	A8-3	Level 5	0.0-1.8-1.2-2.2-0.2	0.0E+00	1.4E-01	4.6E-01	3.4E-01	5.8E-02	8.4E-02
CBWdata_E106	natural_sediment	natural_sediment_China	ChinaSediments	E106	Level 5	0.0-1.1-1.1-2.8-0.1	0.0E+00	8.8E-02	4.3E-01	4.4E-01	4.2E-02	5.2E-02
CBWdata_E109	natural_sediment	natural_sediment_China	ChinaSediments	E109	Level 5	0.0-1.4-1.1-2.7-0.1	0.0E+00	1.2E-01	4.4E-01	4.2E-01	2.5E-02	3.6E-02
CBWdata_E201.1	natural_sediment	natural_sediment_China	ChinaSediments	E201-1	Level 5	0.0-1.2-1.2-2.5-0.1	0.0E+00	9.4E-02	4.8E-01	4.0E-01	2.6E-02	4.5E-02
CBWdata_E201.2	natural_sediment	natural_sediment_China	ChinaSediments	E201-2	Level 5	0.0-2.0-1.2-2.3-0.1	0.0E+00	1.6E-01	4.5E-01	3.5E-01	3.1E-02	3.1E-02
CBWdata_E208.1	natural_sediment	natural_sediment_China	ChinaSediments	E208-1	Level 5	0.0-1.4-1.3-2.1-0.1	0.0E+00	1.1E-01	5.3E-01	3.3E-01	3.0E-02	6.1E-02
CBWdata_E208.2	natural_sediment	natural_sediment_China	ChinaSediments	E208-2	Level 5	0.0-1.9-1.2-2.2-0.1	0.0E+00	1.5E-01	4.7E-01	3.4E-01	3.5E-02	5.4E-02
CBWdata_E403	natural_sediment	natural_sediment_China	ChinaSediments	E403	Level 5	0.0-1.6-1.0-2.9-0.1	0.0E+00	1.3E-01	3.9E-01	4.5E-01	2.7E-02	3.3E-02
PRJNA283251_SRR2134631	natural_sediment	natural_sediment_marine	HKsediment	SRR2134631	Level 3	0.3-1.8-1.1-2.3-0.2	6.0E-03	1.5E-01	4.2E-01	3.6E-01	5.6E-02	1.3E-01
PRJNA283251_SRR2134632	natural_sediment	natural_sediment_marine	HKsediment	SRR2134632	Level 3	0.4-1.6-1.1-2.4-0.1	7.3E-03	1.3E-01	4.3E-01	3.8E-01	5.0E-02	1.1E-01
PRJNA283251_SRR2134633	natural_sediment	natural_sediment_marine	HKsediment	SRR2134633	Level 5	0.0-2.2-1.0-2.5-0.1	0.0E+00	1.8E-01	4.1E-01	3.9E-01	2.5E-02	9.3E-02
PRJNA283251_SRR2134634	natural_sediment	natural_sediment_marine	HKsediment	SRR2134634	Level 5	0.0-1.8-1.1-2.5-0.1	0.0E+00	1.5E-01	4.4E-01	3.9E-01	2.5E-02	7.5E-02
PRJNA283251_SRR2134636	natural_sediment	natural_sediment_marine	HKsediment	SRR2134636	Level 4	0.1-2.0-1.0-2.6-0.1	1.3E-03	1.6E-01	3.9E-01	4.1E-01	3.6E-02	8.6E-02
PRJNA283251_SRR2134637	natural_sediment	natural_sediment_marine	HKsediment	SRR2134637	Level 4	0.2-1.7-1.0-2.8-0.1	2.9E-03	1.4E-01	3.9E-01	4.4E-01	3.1E-02	8.7E-02
PRJNA283251_SRR2134639	natural_sediment	natural_sediment_marine	HKsediment	SRR2134639	Level 4	0.2-1.5-1.2-2.2-0.1	4.3E-03	1.3E-01	4.7E-01	3.4E-01	5.3E-02	8.5E-02
PRJNA283251_SRR2134640	natural_sediment	natural_sediment_marine	HKsediment	SRR2134640	Level 3	0.4-1.5-1.2-2.2-0.1	7.5E-03	1.3E-01	4.8E-01	3.4E-01	4.7E-02	9.0E-02
PRJNA283251_SRR2134641	natural_sediment	natural_sediment_marine	HKsediment	SRR2134641	Level 4	0.1-1.6-1.2-2.4-0.0	1.9E-03	1.3E-01	4.8E-01	3.7E-01	1.7E-02	7.4E-02
PRJNA283251_SRR2134642	natural_sediment	natural_sediment_marine	HKsediment	SRR2134642	Level 4	0.1-1.9-1.1-2.4-0.1	9.7E-04	1.6E-01	4.2E-01	3.8E-01	3.3E-02	7.9E-02
PRJNA283251_SRR2134643	natural_sediment	natural_sediment_marine	HKsediment	SRR2134643	Level 4	0.1-1.9-1.1-2.5-0.1	1.2E-03	1.5E-01	4.4E-01	3.9E-01	2.3E-02	7.6E-02
PRJNA283251_SRR2134644	natural_sediment	natural_sediment_marine	HKsediment	SRR2134644	Level 4	0.0-1.3-1.4-2.1-0.1	4.1E-04	1.0E-01	5.4E-01	3.3E-01	2.8E-02	1.5E-01
amazonsoil_4493544	natural_soil	natural_Amazon_soil	Amazonsoil	4493544	Level 5	0.0-1.6-1.7-1.1-0.1	0.0E+00	1.3E-01	6.7E-01	1.8E-01	2.6E-02	2.9E-01
amazonsoil_4493545	natural_soil	natural_Amazon_soil	Amazonsoil	4493545	Level 5	0.0-1.6-1.7-1.1-0.1	0.0E+00	1.3E-01	6.6E-01	1.8E-01	3.5E-02	2.7E-01
amazonsoil_4493546	natural_soil	natural_Amazon_soil	Amazonsoil	4493546	Level 5	0.0-1.7-1.7-1.0-0.1	0.0E+00	1.4E-01	6.7E-01	1.6E-01	3.2E-02	3.1E-01
amazonsoil_4493547	natural_soil	natural_Amazon_soil	Amazonsoil	4493547	Level 5	0.0-1.4-1.8-1.1-0.1	0.0E+00	1.1E-01	7.0E-01	1.7E-01	2.6E-02	2.6E-01
amazonsoil_4493548	natural_soil	natural_Amazon_soil	Amazonsoil	4493548	Level 5	0.0-1.5-1.7-1.1-0.1	0.0E+00	1.3E-01	6.8E-01	1.7E-01	2.9E-02	2.8E-01
amazonsoil_4493549	natural_soil	natural_Amazon_soil	Amazonsoil	4493549	Level 5	0.0-1.5-1.7-1.1-0.1	0.0E+00	1.2E-01	6.9E-01	1.7E-01	1.8E-02	2.5E-01
amazonsoil_4493649	natural_soil	natural_Amazon_soil	Amazonsoil	4493649	Level 5	0.0-1.6-1.7-1.0-0.1	0.0E+00	1.3E-01	6.8E-01	1.6E-01	3.2E-02	2.8E-01
amazonsoil_4493650	natural_soil	natural_Amazon_soil	Amazonsoil	4493650	Level 5	0.0-1.3-1.6-1.4-0.1	0.0E+00	1.1E-01	6.3E-01	2.2E-01	4.1E-02	2.0E-01
amazonsoil_4493651	natural_soil	natural_Amazon_soil	Amazonsoil	4493651	Level 5	0.0-1.6-1.7-1.0-0.1	0.0E+00	1.3E-01	6.7E-01	1.6E-01	3.4E-02	2.5E-01
amazonsoil_4493652	natural_soil	natural_Amazon_soil	Amazonsoil	4493652	Level 5	0.0-1.4-1.7-1.2-0.1	0.0E+00	1.1E-01	6.6E-01	1.9E-01	3.7E-02	2.0E-01
amazonsoil_4493653	natural_soil	natural_Amazon_soil	Amazonsoil	4493653	Level 5	0.0-1.4-1.6-1.4-0.1	0.0E+00	1.2E-01	6.4E-01	2.1E-01	2.8E-02	2.0E-01
amazonsoil_4493654	natural_soil	natural_Amazon_soil	Amazonsoil	4493654	Level 5	0.0-1.4-1.6-1.4-0.1	0.0E+00	1.2E-01	6.4E-01	2.2E-01	2.9E-02	1.8E-01
amazonsoil_4493655	natural_soil	natural_Amazon_soil	Amazonsoil	4493655	Level 5	0.0-1.4-1.6-1.3-0.1	0.0E+00	1.2E-01	6.4E-01	2.1E-01	2.9E-02	1.8E-01
amazonsoil_4493892	natural_soil	natural_Amazon_soil	Amazonsoil	4493892	Level 5	0.0-1.5-1.8-1.0-0.1	0.0E+00	1.3E-01	6.9E-01	1.6E-01	2.4E-02	4.2E-01
crosssitesoil_4477803	natural_soil	natural_Antarctica_soil	AntarcticaSoil	4477803	Level 5	0.0-1.5-1.3-1.8-0.2	0.0E+00	1.2E-01	5.2E-01	2.8E-01	7.5E-02	6.9E-02
crosssitesoil_4477804	natural_soil	natural_city_soil	KansasSoil	4477804	Level 5	0.0-0.9-1.6-1.8-0.1	0.0E+00	7.8E-02	6.2E-01	2.8E-01	2.8E-02	3.9E-01
crosssitesoil_4477805	natural_soil	natural_city_soil	CaliforniaSoil	4477805	Level 5	0.0-1.1-1.2-2.4-0.2	0.0E+00	8.7E-02	4.7E-01	3.7E-01	7.0E-02	1.0E-01
crosssitesoil_4477807	natural_soil	natural_city_soil	PeruSoil	4477807	Level 5	0.0-1.4-1.8-0.9-0.1	0.0E+00	1.1E-01	7.2E-01	1.4E-01	2.8E-02	7.4E-01
crosssitesoil_4477872	natural_soil	natural_city_soil	NewMexicoSoil	4477872	Level 5	0.0-0.6-1.4-2.2-0.2	0.0E+00	5.3E-02	5.4E-01	3.5E-01	5.5E-02	1.3E-01
crosssitesoil_4477873	natural_soil	natural_city_soil	NewMexicoSoil	4477873	Level 5	0.0-0.9-1.2-2.4-0.2	0.0E+00	7.0E-02	4.9E-01	3.7E-01	7.5E-02	1.4E-01
crosssitesoil_4477874	natural_soil	natural_city_soil	AlaskaSoil	4477874	Level 5	0.0-1.5-1.7-1.2-0.1	0.0E+00	1.2E-01	6.8E-01	1.8E-01	1.8E-02	4.3E-01
crosssitesoil_4477875	natural_soil	natural_city_soil	ArgentinaSoil	4477875	Level 5	0.0-0.9-1.7-1.4-0.1	0.0E+00	7.3E-02	6.8E-01	2.1E-01	3.8E-02	4.4E-01
crosssitesoil_4477876	natural_soil	natural_city_soil	AlaskaSoil	4477876	Level 5	0.0-1.4-1.7-1.2-0.1	0.0E+00	1.1E-01	6.7E-01	1.9E-01	2.7E-02	4.8E-01
crosssitesoil_4477877	natural_soil	natural_city_soil	SouthCarolinaSoil	4477877	Level 5	0.0-1.3-1.7-1.3-0.1	0.0E+00	1.0E-01	6.6E-01	2.0E-01	4.0E-02	6.9E-01
crosssitesoil_4477899	natural_soil	natural_city_soil	NorthCarolinaSoil	4477899	Level 5	0.0-1.3-1.7-1.3-0.1	0.0E+00	1.0E-01	6.6E-01	2.0E-01	4.4E-02	6.2E-01
crosssitesoil_4477900	natural_soil	natural_Antarctica_soil	AntarcticaSoil	4477900	Level 5	0.0-0.9-1.0-2.9-0.2	0.0E+00	7.3E-02	4.1E-01	4.6E-01	5.9E-02	8.5E-02
crosssitesoil_4477901	natural_soil	natural_Antarctica_soil	AntarcticaSoil	4477901	Level 5	0.0-1.1-1.4-1.8-0.3	0.0E+00	8.6E-02	5.3E-01	2.8E-01	1.0E-01	3.5E-02
crosssitesoil_4477902	natural_soil	natural_Antarctica_soil	AntarcticaSoil	4477902	Level 5	0.0-0.9-1.0-2.9-0.2	0.0E+00	7.3E-02	4.1E-01	4.6E-01	5.9E-02	6.8E-02
crosssitesoil_4477903	natural_soil	natural_Antarctica_soil	AntarcticaSoil	4477903	Level 3	0.5-1.0-0.9-3.1-0.2	8.8E-03	8.4E-02	3.6E-01	4.8E-01	6.6E-02	4.4E-02
crosssitesoil_4477904	natural_soil	natural_Antarctica_soil	AntarcticaSoil	4477904	Level 5	0.0-0.9-1.0-3.0-0.1	0.0E+00	7.6E-02	4.0E-01	4.7E-01	5.0E-02	7.0E-02
SRP036119_SRR1152189part	natural_soil	natural_city_soil	HavanaCubasoil	SRR1152189part	Level 4	0.0-1.0-1.5-1.8-0.2	1.7E-04	8.0E-02	5.8E-01	2.8E-01	6.3E-02	5.0E-01
SRP066479_SRR2938273	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938273	Level 4	0.0-3.2-0.9-1.0-0.6	8.2E-04	2.6E-01	3.5E-01	1.6E-01	2.3E-01	8.5E-01
SRP066479_SRR2938557	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938557	Level 4	0.1-3.2-0.9-1.0-0.7	8.7E-04	2.6E-01	3.4E-01	1.5E-01	2.5E-01	1.1E+00
SRP066479_SRR2938558	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938558	Level 4	0.1-3.3-0.9-1.0-0.7	1.6E-03	2.7E-01	3.4E-01	1.6E-01	2.3E-01	8.6E-01
SRP066479_SRR2938559	natural_soil	natural_soil_rural	ElSalvadorruralvillagereservoirwater	SRR2938559	Level 5	0.0-1.2-1.1-2.7-0.1	0.0E+00	1.0E-01	4.4E-01	4.2E-01	4.7E-02	3.1E-01
SRP066479_SRR2938560	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938560	Level 5	0.0-0.9-1.6-1.5-0.2	0.0E+00	7.1E-02	6.1E-01	2.4E-01	8.0E-02	3.6E-01
SRP066479_SRR2938561	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938561	Level 5	0.0-1.0-1.3-2.0-0.3	0.0E+00	8.1E-02	5.2E-01	3.1E-01	9.4E-02	3.3E-01
SRP066479_SRR2938566	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938566	Level 5	0.0-1.2-1.4-1.6-0.3	0.0E+00	1.0E-01	5.4E-01	2.5E-01	1.2E-01	2.8E-01
SRP066479_SRR2938574	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938574	Level 5	0.0-0.8-1.4-2.0-0.2	0.0E+00	6.2E-02	5.6E-01	3.2E-01	5.7E-02	2.6E-01
SRP066479_SRR2938590	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938590	Level 4	0.2-1.0-1.4-1.8-0.2	4.2E-03	8.6E-02	5.6E-01	2.8E-01	7.4E-02	3.8E-01
ERR1041384	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1041384	Level 5	0.0-1.0-1.4-1.8-0.2	0.0E+00	8.5E-02	5.6E-01	2.9E-01	6.7E-02	3.7E-01
ERR1041385	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1041385	Level 4	0.0-1.0-1.5-1.8-0.2	1.1E-04	8.5E-02	5.8E-01	2.8E-01	5.6E-02	4.1E-01
ERR1043165	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1043165	Level 5	0.0-1.0-1.5-1.8-0.2	0.0E+00	8.5E-02	5.8E-01	2.8E-01	6.4E-02	3.7E-01
ERR1043166	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1043166	Level 5	0.0-1.0-1.4-1.9-0.2	0.0E+00	8.3E-02	5.6E-01	2.9E-01	6.2E-02	4.4E-01
ERR1044071	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1044071	Level 5	0.0-1.0-1.4-1.9-0.2	0.0E+00	8.2E-02	5.6E-01	2.9E-01	6.5E-02	4.2E-01
ERR1044072	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1044072	Level 5	0.0-1.0-1.4-2.0-0.2	0.0E+00	7.8E-02	5.4E-01	3.1E-01	7.9E-02	3.1E-01
ERR1051325	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1051325	Level 5	0.0-1.0-1.5-1.8-0.2	0.0E+00	8.5E-02	5.8E-01	2.8E-01	5.8E-02	4.1E-01
ERR1051326	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1051326	Level 4	0.0-1.1-1.5-1.6-0.2	1.1E-04	9.2E-02	5.9E-01	2.5E-01	6.7E-02	4.1E-01
SRP008676_SRR350692	natural_soil	natural_soil_prairie	USAsoil	SRR350692	Level 5	0.0-1.2-1.6-1.6-0.1	0.0E+00	9.9E-02	6.1E-01	2.5E-01	3.7E-02	4.5E-01
SRP008676_SRR350919	natural_soil	natural_soil_prairie	USAsoil	SRR350919	Level 5	0.0-0.8-1.5-1.7-0.2	0.0E+00	6.6E-02	6.0E-01	2.7E-01	6.1E-02	2.2E-01
SRP008676_SRR350921	natural_soil	natural_soil_prairie	USAsoil	SRR350921	Level 5	0.0-0.9-1.5-1.8-0.2	0.0E+00	7.2E-02	5.9E-01	2.8E-01	6.0E-02	2.8E-01
SRP008676_SRR351474	natural_soil	natural_soil_prairie	USAsoil	SRR351474	Level 4	0.0-0.7-1.5-1.9-0.2	1.5E-04	5.9E-02	5.9E-01	2.9E-01	5.8E-02	2.2E-01
PRJNA254808_SRR1509792	natural_water	natural_water_coastalwater	Mexicocoastalwater	SRR1509792	Level 4	0.0-2.6-0.7-3.2-0.1	0.0E+00	2.1E-01	2.6E-01	5.0E-01	1.9E-02	1.4E-02
PRJNA254808_SRR1509796	natural_water	natural_water_coastalwater	Mexicocoastalwater	SRR1509796	Level 5	0.0-2.2-0.7-3.2-0.1	0.0E+00	1.8E-01	2.9E-01	5.1E-01	2.0E-02	1.4E-02
PRJNA254808_SRR1509798	natural_water	natural_water_coastalwater	Mexicocoastalwater	SRR1509798	Level 5	0.0-1.6-1.1-2.5-0.1	0.0E+00	1.3E-01	4.5E-01	4.0E-01	2.6E-02	1.6E-02
PRJNA254808_SRR1509799	natural_water	natural_water_coastalwater	Mexicocoastalwater	SRR1509799	Level 5	0.0-2.3-0.8-2.9-0.1	0.0E+00	1.9E-01	3.2E-01	4.6E-01	3.7E-02	1.8E-02
PRJNA254808_SRR1509800	natural_water	natural_water_coastalwater	Mexicocoastalwater	SRR1509800	Level 5	0.0-2.1-0.9-3.0-0.1	0.0E+00	1.7E-01	3.4E-01	4.7E-01	2.0E-02	1.8E-02
X185	natural_water	natural_water_drinking	JohannesburgSouthAfrica_drinking	185	Level 5	0.0-0.9-1.5-1.5-0.3	0.0E+00	7.0E-02	5.8E-01	2.4E-01	1.1E-01	1.1E+00
X190	natural_water	natural_water_drinking	ChengduSichuan_drinking	190	Level 4	0.1-1.8-1.7-1.2-0.0	1.1E-03	1.4E-01	6.5E-01	1.9E-01	1.4E-02	7.1E-01
X192	natural_water	natural_water_drinking	WugangHunan_drinking	192	Level 4	0.0-1.1-1.0-2.9-0.1	4.2E-04	8.8E-02	4.1E-01	4.6E-01	4.2E-02	2.9E-01
X195	natural_water	natural_water_drinking	ZhengzhouHenan_drinking	195	Level 4	0.0-0.9-1.8-1.3-0.1	6.4E-05	7.6E-02	6.9E-01	2.0E-01	3.7E-02	1.4E+00
X197	natural_water	natural_water_drinking	Shanghai_drinking	197	Level 5	0.0-1.2-1.3-2.0-0.3	0.0E+00	9.8E-02	4.9E-01	3.1E-01	9.8E-02	6.8E-01
X202	natural_water	natural_water_drinking	DalingLiaoning_drinking	202	Level 5	0.0-1.0-1.5-1.8-0.2	0.0E+00	8.1E-02	5.8E-01	2.8E-01	5.9E-02	5.7E-01
X204	natural_water	natural_water_drinking	TibetChina_drinking	204	Level 4	0.0-0.8-1.2-2.6-0.2	1.8E-04	6.5E-02	4.5E-01	4.0E-01	7.6E-02	5.2E-01
X206	natural_water	natural_water_drinking	Singapore_drinking	206	Level 5	0.0-1.0-1.0-3.1-0.2	0.0E+00	8.0E-02	3.8E-01	4.9E-01	5.5E-02	9.6E-01
X207	natural_water	natural_water_drinking	Macao_drinking	207	Level 4	0.0-3.6-1.1-1.6-0.1	0.0E+00	3.0E-01	4.2E-01	2.5E-01	3.2E-02	7.6E-01
X210	natural_water	natural_water_drinking	GuangdouGuangzhou_drinking	210	Level 4	0.0-1.5-1.2-1.9-0.3	4.2E-04	1.2E-01	4.8E-01	2.9E-01	1.1E-01	6.4E-01
X212	natural_water	natural_water_drinking	USACA.Stanford_drinking	212	Level 5	0.0-1.1-1.4-1.7-0.2	0.0E+00	9.1E-02	5.6E-01	2.7E-01	8.0E-02	6.7E-01
X23_MC_Drinkingwater_tap_90.100.shuffled	natural_water	natural_water_drinking	natural_drinking_MC	23_MC_Drinkingwater_tap_90-100.shuffled	Level 4	0.0-3.3-1.2-1.4-0.1	0.0E+00	2.7E-01	4.8E-01	2.3E-01	2.0E-02	7.3E-01
X50_Drinkingwater_effluent_winter_90.100.shuffled	natural_water	natural_water_drinking	natural_drinking_HK	50_Drinkingwater_effluent_winter_90-100.shuffled	Level 5	0.0-0.6-1.7-1.5-0.1	0.0E+00	5.0E-02	6.6E-01	2.3E-01	5.2E-02	1.3E-01
X53_Drinkingwater_effluent_summer_90.100.shuffled	natural_water	natural_water_drinking	natural_drinking_HK	53_Drinkingwater_effluent_summer_90-100.shuffled	Level 4	0.1-3.7-1.2-1.4-0.0	2.3E-03	3.0E-01	4.7E-01	2.2E-01	4.4E-03	6.8E-01
yucgroundwater_4536373	natural_water	natural_water_surfacewater	Mexicogroundwater	4536373	Level 5	0.0-0.3-1.9-0.7-0.3	0.0E+00	2.3E-02	7.5E-01	1.1E-01	1.1E-01	1.5E-01
yucgroundwater_4536374	natural_water	natural_water_surfacewater	Mexicogroundwater	4536374	Level 4	0.0-1.1-1.6-1.4-0.2	2.2E-04	9.4E-02	6.1E-01	2.3E-01	6.9E-02	1.6E-01
yucgroundwater_4536375	natural_water	natural_water_surfacewater	Mexicogroundwater	4536375	Level 5	0.0-0.7-1.9-0.5-0.3	0.0E+00	5.9E-02	7.4E-01	8.4E-02	1.2E-01	3.6E-01
yucgroundwater_4536376	natural_water	natural_water_surfacewater	Mexicogroundwater	4536376	Level 5	0.0-1.5-1.3-2.2-0.1	0.0E+00	1.2E-01	5.0E-01	3.5E-01	2.8E-02	2.0E-01
yucgroundwater_4536377	natural_water	natural_water_surfacewater	Mexicogroundwater	4536377	Level 5	0.0-0.2-2.0-0.7-0.2	0.0E+00	1.4E-02	7.9E-01	1.1E-01	8.5E-02	6.6E-01
yucgroundwater_4536378	natural_water	natural_water_surfacewater	Mexicogroundwater	4536378	Level 5	0.0-1.2-1.3-2.2-0.2	0.0E+00	9.5E-02	4.9E-01	3.4E-01	6.9E-02	9.3E-02
yucgroundwater_4536379	natural_water	natural_water_surfacewater	Mexicogroundwater	4536379	Level 5	0.0-1.1-1.5-1.9-0.1	0.0E+00	8.6E-02	5.8E-01	2.9E-01	4.5E-02	6.8E-02
yucgroundwater_4536380	natural_water	natural_water_surfacewater	Mexicogroundwater	4536380	Level 5	0.0-0.8-1.8-1.1-0.1	0.0E+00	6.8E-02	7.2E-01	1.8E-01	3.3E-02	3.8E-01
yucgroundwater_4536381	natural_water	natural_water_surfacewater	Mexicogroundwater	4536381	Level 3	0.3-1.1-1.6-1.4-0.1	5.9E-03	9.3E-02	6.4E-01	2.2E-01	4.3E-02	2.2E-01
yucgroundwater_4536382	natural_water	natural_water_surfacewater	Mexicogroundwater	4536382	Level 4	0.0-1.4-1.3-1.6-0.3	1.6E-04	1.2E-01	5.2E-01	2.6E-01	1.0E-01	2.3E-01
yucgroundwater_4536383	natural_water	natural_water_surfacewater	Mexicogroundwater	4536383	Level 4	0.0-0.8-1.7-1.5-0.1	3.0E-04	6.7E-02	6.5E-01	2.4E-01	4.8E-02	2.0E-01
yucgroundwater_4536384	natural_water	natural_water_surfacewater	Mexicogroundwater	4536384	Level 4	0.0-0.4-2.0-0.7-0.2	2.5E-04	3.6E-02	7.9E-01	1.1E-01	6.8E-02	8.7E-01
yucgroundwater_4536385	natural_water	natural_water_surfacewater	Mexicogroundwater	4536385	Level 5	0.0-0.8-1.6-1.5-0.2	0.0E+00	6.8E-02	6.4E-01	2.4E-01	5.5E-02	1.9E-01
yucgroundwater_4536386	natural_water	natural_water_surfacewater	Mexicogroundwater	4536386	Level 5	0.0-0.2-2.1-0.3-0.4	0.0E+00	1.4E-02	8.1E-01	4.7E-02	1.3E-01	2.0E+00
yucgroundwater_4536387	natural_water	natural_water_surfacewater	Mexicogroundwater	4536387	Level 5	0.0-0.9-1.8-1.0-0.2	0.0E+00	7.6E-02	6.9E-01	1.6E-01	7.1E-02	4.0E-01
yucgroundwater_4536388	natural_water	natural_water_surfacewater	Mexicogroundwater	4536388	Level 5	0.0-0.8-1.8-1.0-0.2	0.0E+00	6.8E-02	7.0E-01	1.6E-01	7.6E-02	5.5E-01
yucgroundwater_4536389	natural_water	natural_water_surfacewater	Mexicogroundwater	4536389	Level 5	0.0-0.2-2.1-0.4-0.3	0.0E+00	1.3E-02	8.2E-01	6.1E-02	1.0E-01	1.1E+00
yucgroundwater_4536390	natural_water	natural_water_surfacewater	Mexicogroundwater	4536390	Level 5	0.0-1.0-1.1-3.0-0.1	0.0E+00	8.1E-02	4.2E-01	4.8E-01	2.3E-02	6.6E-02
PRJEB1787_ERR318619	natural_water	natural_water_marine	marinewater	ERR318619	Level 5	0.0-2.3-0.5-3.4-0.2	0.0E+00	1.9E-01	1.9E-01	5.4E-01	8.1E-02	7.9E-03
PRJEB1787_ERR318621	natural_water	natural_water_marine	marinewater	ERR318621	Level 5	0.0-2.4-0.6-3.5-0.1	0.0E+00	2.0E-01	2.3E-01	5.5E-01	2.3E-02	1.0E-02
PRJEB1787_ERR598952	natural_water	natural_water_marine	marinewater	ERR598952	Level 5	0.0-2.0-0.7-3.3-0.1	0.0E+00	1.7E-01	2.9E-01	5.2E-01	2.3E-02	1.7E-02
PRJEB1787_ERR598962	natural_water	natural_water_marine	marinewater	ERR598962	Level 5	0.0-1.8-0.8-3.2-0.1	0.0E+00	1.5E-01	3.1E-01	5.1E-01	3.7E-02	1.7E-02
PRJEB1787_ERR598981	natural_water	natural_water_marine	marinewater	ERR598981	Level 5	0.0-1.8-1.2-2.2-0.1	0.0E+00	1.5E-01	4.6E-01	3.4E-01	4.6E-02	3.2E-02
