sampleID	eco_type	eco_subtype	eco_note	sampleID2	Level	Rank_code	Rank_I	Rank_II	Rank_III	Rank_IV	ARGs_unranked	Total_abu
DRP003048_DRR042332	fecal_human	fecal_Asian_human	Japanhuman	DRR042332	Level 2	3.0-0.9-1.0-1.5-0.7	5.1E-02	7.5E-02	3.8E-01	2.3E-01	2.6E-01	3.5E-01
DRP003048_DRR042340	fecal_human	fecal_Asian_human	Japanhuman	DRR042340	Level 2	4.5-1.0-1.1-1.8-0.4	7.7E-02	8.1E-02	4.1E-01	2.8E-01	1.5E-01	9.9E-02
DRP003048_DRR042348	fecal_human	fecal_Asian_human	Japanhuman	DRR042348	Level 2	4.2-1.3-1.0-1.6-0.5	7.3E-02	1.0E-01	4.0E-01	2.5E-01	1.7E-01	1.3E-01
DRP003048_DRR042352	fecal_human	fecal_Asian_human	Japanhuman	DRR042352	Level 2	4.5-0.8-1.1-1.5-0.5	7.8E-02	6.8E-02	4.2E-01	2.4E-01	1.9E-01	4.4E-01
DRP003048_DRR042356	fecal_human	fecal_Asian_human	Japanhuman	DRR042356	Level 2	3.4-1.0-1.0-1.7-0.5	5.8E-02	8.1E-02	4.0E-01	2.7E-01	1.9E-01	1.5E-01
DRP003048_DRR042360	fecal_human	fecal_Asian_human	Japanhuman	DRR042360	Level 1	4.6-0.8-1.1-1.6-0.5	8.0E-02	7.0E-02	4.4E-01	2.4E-01	1.7E-01	2.8E-01
DRP003048_DRR042364	fecal_human	fecal_Asian_human	Japanhuman	DRR042364	Level 1	7.6-0.9-1.0-1.4-0.4	1.3E-01	7.6E-02	4.1E-01	2.2E-01	1.6E-01	3.3E-01
DRP003048_DRR042390	fecal_human	fecal_Asian_human	Japanhuman	DRR042390	Level 2	4.5-0.8-1.0-1.5-0.6	7.7E-02	6.4E-02	4.1E-01	2.3E-01	2.2E-01	2.5E-01
DRP003048_DRR042394	fecal_human	fecal_Asian_human	Japanhuman	DRR042394	Level 1	6.2-0.6-0.7-2.0-0.7	1.1E-01	4.9E-02	2.8E-01	3.2E-01	2.5E-01	1.9E-01
DRP003048_DRR042398	fecal_human	fecal_Asian_human	Japanhuman	DRR042398	Level 2	3.2-1.1-1.5-1.0-0.3	5.5E-02	9.4E-02	5.7E-01	1.6E-01	1.2E-01	2.6E-01
DRP003048_DRR042402	fecal_human	fecal_Asian_human	Japanhuman	DRR042402	Level 1	8.0-0.9-1.2-1.1-0.4	1.4E-01	7.6E-02	4.6E-01	1.7E-01	1.5E-01	6.5E-01
DRP003048_DRR042410	fecal_human	fecal_Asian_human	Japanhuman	DRR042410	Level 1	12.6-0.7-0.8-1.8-0.3	2.2E-01	5.9E-02	3.2E-01	2.8E-01	1.2E-01	1.6E-01
DRP003048_DRR042420	fecal_human	fecal_Asian_human	Japanhuman	DRR042420	Level 3	2.5-0.7-1.5-1.2-0.3	4.3E-02	5.5E-02	6.0E-01	1.8E-01	1.1E-01	1.6E-01
DRP003048_DRR042424	fecal_human	fecal_Asian_human	Japanhuman	DRR042424	Level 1	6.4-0.8-0.8-1.7-0.7	1.1E-01	6.7E-02	3.3E-01	2.6E-01	2.3E-01	1.9E-01
DRP003048_DRR042428	fecal_human	fecal_Asian_human	Japanhuman	DRR042428	Level 1	5.3-0.8-1.1-1.5-0.5	9.2E-02	6.6E-02	4.2E-01	2.3E-01	1.9E-01	2.3E-01
DRP003048_DRR042436	fecal_human	fecal_Asian_human	Japanhuman	DRR042436	Level 1	4.6-0.5-1.3-1.6-0.3	7.9E-02	4.5E-02	5.1E-01	2.5E-01	1.2E-01	2.4E-01
DRP003048_DRR042452	fecal_human	fecal_Asian_human	Japanhuman	DRR042452	Level 1	5.5-0.7-1.0-1.9-0.5	9.5E-02	5.8E-02	3.8E-01	2.9E-01	1.7E-01	3.1E-01
DRP003048_DRR042462	fecal_human	fecal_Asian_human	Japanhuman	DRR042462	Level 1	7.9-0.6-1.0-1.6-0.5	1.4E-01	4.7E-02	3.9E-01	2.5E-01	1.8E-01	3.4E-01
DRP003048_DRR042468	fecal_human	fecal_Asian_human	Japanhuman	DRR042468	Level 3	1.9-0.5-1.3-1.9-0.3	3.2E-02	4.5E-02	5.2E-01	3.1E-01	1.0E-01	1.6E-01
DRP003048_DRR042472	fecal_human	fecal_Asian_human	Japanhuman	DRR042472	Level 1	4.5-0.8-1.0-1.9-0.5	7.8E-02	6.3E-02	3.7E-01	2.9E-01	1.9E-01	2.6E-01
DRP003048_DRR042482	fecal_human	fecal_Asian_human	Japanhuman	DRR042482	Level 3	2.5-0.2-1.0-2.0-0.6	4.3E-02	1.9E-02	4.0E-01	3.2E-01	2.2E-01	4.2E-01
DRP003048_DRR042488	fecal_human	fecal_Asian_human	Japanhuman	DRR042488	Level 2	2.7-0.8-0.9-1.6-0.8	4.7E-02	6.9E-02	3.4E-01	2.5E-01	2.9E-01	1.1E-01
DRP003048_DRR042591	fecal_human	fecal_Asian_human	Japanhuman	DRR042591	Level 1	5.6-0.9-1.0-1.6-0.5	9.7E-02	7.5E-02	4.1E-01	2.6E-01	1.6E-01	1.6E-01
ERP002194_ERR248262	fecal_human	fecal_Asian_human	SouthKoreahuman	ERR248262	Level 1	5.1-0.5-1.0-1.8-0.5	8.8E-02	4.5E-02	4.1E-01	2.8E-01	1.8E-01	5.4E-01
ERP002469_ERR260163	fecal_human	fecal_European_human	Swedenhuman	ERR260163	Level 1	4.7-0.5-0.6-2.4-0.7	8.2E-02	3.9E-02	2.4E-01	3.8E-01	2.5E-01	4.0E-01
ERP002469_ERR260171	fecal_human	fecal_European_human	Swedenhuman	ERR260171	Level 3	1.9-0.8-1.1-2.0-0.4	3.3E-02	6.5E-02	4.3E-01	3.2E-01	1.5E-01	1.8E-01
ERP002469_ERR260180	fecal_human	fecal_European_human	Swedenhuman	ERR260180	Level 2	3.0-1.1-0.8-2.0-0.6	5.2E-02	9.1E-02	3.2E-01	3.2E-01	2.1E-01	1.2E-01
ERP002469_ERR260193	fecal_human	fecal_European_human	Swedenhuman	ERR260193	Level 2	3.4-0.5-0.9-2.1-0.6	5.9E-02	3.9E-02	3.7E-01	3.3E-01	2.1E-01	3.2E-01
ERP002469_ERR260204	fecal_human	fecal_European_human	Swedenhuman	ERR260204	Level 2	3.7-1.0-1.1-1.7-0.5	6.4E-02	7.9E-02	4.1E-01	2.6E-01	1.8E-01	2.7E-01
ERP002469_ERR260209	fecal_human	fecal_European_human	Swedenhuman	ERR260209	Level 2	3.8-0.8-0.9-2.1-0.5	6.6E-02	6.4E-02	3.5E-01	3.4E-01	1.8E-01	3.1E-01
ERP002469_ERR260215	fecal_human	fecal_European_human	Swedenhuman	ERR260215	Level 2	3.5-0.8-1.0-1.7-0.6	6.0E-02	6.3E-02	4.0E-01	2.7E-01	2.1E-01	2.1E-01
ERP002469_ERR260216	fecal_human	fecal_European_human	Swedenhuman	ERR260216	Level 2	4.0-1.0-1.4-1.1-0.4	6.9E-02	8.2E-02	5.5E-01	1.7E-01	1.4E-01	6.8E-01
ERP002469_ERR260217	fecal_human	fecal_European_human	Swedenhuman	ERR260217	Level 2	3.2-0.7-1.1-1.7-0.6	5.5E-02	5.4E-02	4.3E-01	2.7E-01	2.0E-01	1.8E-01
ERP002469_ERR260218	fecal_human	fecal_European_human	Swedenhuman	ERR260218	Level 3	1.8-0.8-1.1-1.6-0.6	3.1E-02	6.8E-02	4.2E-01	2.6E-01	2.3E-01	2.3E-01
ERP002469_ERR260221	fecal_human	fecal_European_human	Swedenhuman	ERR260221	Level 3	2.5-0.4-1.3-1.8-0.4	4.2E-02	3.6E-02	5.2E-01	2.8E-01	1.3E-01	7.2E-01
ERP002469_ERR260223	fecal_human	fecal_European_human	Swedenhuman	ERR260223	Level 3	2.2-1.0-1.2-1.6-0.5	3.8E-02	8.3E-02	4.7E-01	2.5E-01	1.6E-01	1.6E-01
ERP002469_ERR260224	fecal_human	fecal_European_human	Swedenhuman	ERR260224	Level 2	3.8-0.7-1.0-1.8-0.6	6.6E-02	5.8E-02	3.8E-01	2.9E-01	2.0E-01	2.2E-01
ERP002469_ERR260225	fecal_human	fecal_European_human	Swedenhuman	ERR260225	Level 2	4.5-0.6-0.9-1.8-0.7	7.7E-02	5.3E-02	3.5E-01	2.9E-01	2.3E-01	2.7E-01
ERP002469_ERR260226	fecal_human	fecal_European_human	Swedenhuman	ERR260226	Level 2	2.5-0.7-1.0-2.1-0.5	4.4E-02	5.9E-02	3.9E-01	3.3E-01	1.8E-01	1.6E-01
ERP002469_ERR260227	fecal_human	fecal_European_human	Swedenhuman	ERR260227	Level 2	3.4-1.8-1.6-0.4-0.2	5.9E-02	1.5E-01	6.4E-01	6.8E-02	8.6E-02	1.5E+00
ERP002469_ERR260230	fecal_human	fecal_European_human	Swedenhuman	ERR260230	Level 2	3.8-1.0-1.5-0.8-0.3	6.5E-02	8.3E-02	6.0E-01	1.3E-01	1.2E-01	5.6E-01
ERP002469_ERR260231	fecal_human	fecal_European_human	Swedenhuman	ERR260231	Level 2	4.3-0.6-0.8-2.1-0.6	7.4E-02	5.0E-02	3.3E-01	3.3E-01	2.2E-01	3.3E-01
ERP002469_ERR260234	fecal_human	fecal_European_human	Swedenhuman	ERR260234	Level 1	5.1-0.8-1.6-0.8-0.3	8.9E-02	6.9E-02	6.1E-01	1.3E-01	1.0E-01	1.6E+00
ERP002469_ERR260242	fecal_human	fecal_European_human	Swedenhuman	ERR260242	Level 1	4.6-0.6-0.8-2.3-0.6	7.9E-02	4.8E-02	3.1E-01	3.6E-01	2.0E-01	3.0E-01
ERP002469_ERR260243	fecal_human	fecal_European_human	Swedenhuman	ERR260243	Level 1	5.1-0.9-0.9-1.7-0.7	8.7E-02	7.3E-02	3.3E-01	2.7E-01	2.4E-01	2.0E-01
ERP002469_ERR260244	fecal_human	fecal_European_human	Swedenhuman	ERR260244	Level 2	4.2-0.9-1.0-1.7-0.6	7.3E-02	7.6E-02	3.8E-01	2.7E-01	2.0E-01	2.5E-01
ERP002469_ERR260246	fecal_human	fecal_European_human	Swedenhuman	ERR260246	Level 2	2.8-0.8-1.2-1.8-0.4	4.8E-02	6.4E-02	4.5E-01	2.9E-01	1.5E-01	2.6E-01
ERP002469_ERR260250	fecal_human	fecal_European_human	Swedenhuman	ERR260250	Level 3	2.1-0.4-1.3-1.7-0.5	3.7E-02	3.6E-02	5.0E-01	2.6E-01	1.7E-01	4.4E-01
ERP002469_ERR260251	fecal_human	fecal_European_human	Swedenhuman	ERR260251	Level 2	3.0-0.5-1.2-1.8-0.5	5.2E-02	4.4E-02	4.6E-01	2.8E-01	1.6E-01	2.0E-01
ERP002469_ERR260252	fecal_human	fecal_European_human	Swedenhuman	ERR260252	Level 2	3.3-0.5-0.9-2.0-0.6	5.7E-02	4.5E-02	3.7E-01	3.1E-01	2.2E-01	2.6E-01
ERP002469_ERR260253	fecal_human	fecal_European_human	Swedenhuman	ERR260253	Level 3	1.2-1.1-1.1-1.9-0.5	2.0E-02	8.8E-02	4.3E-01	2.9E-01	1.7E-01	6.8E-02
ERP002469_ERR260255	fecal_human	fecal_European_human	Swedenhuman	ERR260255	Level 2	3.7-0.8-1.0-1.6-0.6	6.4E-02	6.3E-02	4.1E-01	2.6E-01	2.1E-01	3.2E-01
ERP002469_ERR260256	fecal_human	fecal_European_human	Swedenhuman	ERR260256	Level 2	2.8-0.8-1.3-1.5-0.4	4.8E-02	6.4E-02	5.1E-01	2.3E-01	1.5E-01	2.6E-01
ERP002469_ERR260258	fecal_human	fecal_European_human	Swedenhuman	ERR260258	Level 2	3.0-1.8-1.3-0.8-0.5	5.1E-02	1.5E-01	5.0E-01	1.2E-01	1.8E-01	7.2E-01
ERP002469_ERR260259	fecal_human	fecal_European_human	Swedenhuman	ERR260259	Level 2	3.4-0.8-1.1-1.8-0.5	5.9E-02	6.9E-02	4.1E-01	2.8E-01	1.8E-01	1.5E-01
ERP002469_ERR260260	fecal_human	fecal_European_human	Swedenhuman	ERR260260	Level 2	3.7-0.8-0.9-2.2-0.5	6.5E-02	6.3E-02	3.5E-01	3.4E-01	1.8E-01	2.3E-01
ERP002469_ERR260263	fecal_human	fecal_European_human	Swedenhuman	ERR260263	Level 2	3.1-0.6-0.9-2.2-0.6	5.4E-02	4.9E-02	3.5E-01	3.5E-01	2.0E-01	2.7E-01
ERP002469_ERR260264	fecal_human	fecal_European_human	Swedenhuman	ERR260264	Level 3	1.9-0.6-1.1-1.7-0.6	3.2E-02	5.1E-02	4.4E-01	2.6E-01	2.1E-01	1.9E-01
ERP002469_ERR260265	fecal_human	fecal_European_human	Swedenhuman	ERR260265	Level 3	2.2-1.2-1.8-0.5-0.2	3.9E-02	9.5E-02	7.2E-01	8.2E-02	6.3E-02	1.5E+00
ERP002469_ERR260266	fecal_human	fecal_European_human	Swedenhuman	ERR260266	Level 1	5.3-0.9-0.8-1.9-0.7	9.2E-02	7.1E-02	3.0E-01	3.0E-01	2.4E-01	3.5E-01
ERP002469_ERR260267	fecal_human	fecal_European_human	Swedenhuman	ERR260267	Level 2	4.5-0.7-1.0-2.1-0.5	7.7E-02	5.8E-02	3.8E-01	3.2E-01	1.6E-01	1.7E-01
ERP005860_ERR526291	fecal_human	fecal_Asian_human	Chinahuman	ERR526291	Level 1	4.9-0.5-1.2-1.4-0.5	8.4E-02	4.4E-02	4.8E-01	2.2E-01	1.7E-01	6.4E-01
ERP005860_ERR527046	fecal_human	fecal_Asian_human	Chinahuman	ERR527046	Level 2	2.7-0.8-1.3-1.2-0.6	4.7E-02	6.5E-02	5.1E-01	1.8E-01	1.9E-01	6.3E-01
ERP005860_ERR527047	fecal_human	fecal_Asian_human	Chinahuman	ERR527047	Level 1	5.3-0.4-1.0-1.5-0.7	9.2E-02	3.6E-02	4.1E-01	2.3E-01	2.3E-01	4.8E-01
ERP005860_ERR527048	fecal_human	fecal_Asian_human	Chinahuman	ERR527048	Level 2	4.0-0.4-1.2-1.3-0.6	7.0E-02	3.6E-02	4.8E-01	2.1E-01	2.1E-01	6.1E-01
ERP005860_ERR527050	fecal_human	fecal_Asian_human	Chinahuman	ERR527050	Level 2	4.3-0.2-1.2-1.5-0.6	7.4E-02	1.7E-02	4.6E-01	2.4E-01	2.1E-01	8.8E-01
ERP005860_ERR527051	fecal_human	fecal_Asian_human	Chinahuman	ERR527051	Level 2	2.6-0.5-1.1-1.6-0.7	4.4E-02	3.9E-02	4.2E-01	2.5E-01	2.4E-01	4.8E-01
ERP005860_ERR527053	fecal_human	fecal_Asian_human	Chinahuman	ERR527053	Level 2	3.7-0.7-1.5-1.0-0.4	6.3E-02	6.0E-02	5.8E-01	1.5E-01	1.5E-01	8.6E-01
ERP005860_ERR527054	fecal_human	fecal_Asian_human	Chinahuman	ERR527054	Level 1	5.9-0.4-1.0-1.5-0.7	1.0E-01	3.7E-02	3.9E-01	2.4E-01	2.3E-01	4.1E-01
ERP005860_ERR527055	fecal_human	fecal_Asian_human	Chinahuman	ERR527055	Level 1	5.2-0.5-1.0-1.7-0.6	9.1E-02	4.0E-02	3.9E-01	2.6E-01	2.2E-01	3.1E-01
ERP005860_ERR527056	fecal_human	fecal_Asian_human	Chinahuman	ERR527056	Level 2	2.6-1.3-1.2-1.0-0.6	4.5E-02	1.1E-01	4.9E-01	1.5E-01	2.1E-01	6.5E-01
ERP005860_ERR527057	fecal_human	fecal_Asian_human	Chinahuman	ERR527057	Level 3	2.2-1.4-1.3-1.0-0.6	3.9E-02	1.1E-01	4.9E-01	1.6E-01	2.0E-01	5.1E-01
ERP005860_ERR527058	fecal_human	fecal_Asian_human	Chinahuman	ERR527058	Level 2	3.4-1.0-1.5-0.9-0.3	5.9E-02	7.9E-02	6.0E-01	1.4E-01	1.2E-01	8.6E-01
ERP005860_ERR527059	fecal_human	fecal_Asian_human	Chinahuman	ERR527059	Level 2	2.5-1.1-1.6-0.9-0.3	4.4E-02	8.9E-02	6.2E-01	1.3E-01	1.2E-01	8.5E-01
ERP005860_ERR527060	fecal_human	fecal_Asian_human	Chinahuman	ERR527060	Level 1	5.2-0.7-1.2-1.4-0.5	9.0E-02	6.1E-02	4.6E-01	2.2E-01	1.7E-01	5.3E-01
ERP005860_ERR527061	fecal_human	fecal_Asian_human	Chinahuman	ERR527061	Level 2	4.3-0.7-1.2-1.5-0.5	7.4E-02	6.1E-02	4.8E-01	2.3E-01	1.6E-01	3.9E-01
ERP005860_ERR527062	fecal_human	fecal_Asian_human	Chinahuman	ERR527062	Level 1	5.7-0.4-1.1-1.5-0.6	9.9E-02	3.4E-02	4.3E-01	2.3E-01	2.0E-01	6.0E-01
ERP005860_ERR527063	fecal_human	fecal_Asian_human	Chinahuman	ERR527063	Level 2	4.4-0.6-1.5-1.0-0.4	7.6E-02	4.6E-02	5.9E-01	1.5E-01	1.4E-01	7.7E-01
ERP005860_ERR527064	fecal_human	fecal_Asian_human	Chinahuman	ERR527064	Level 2	3.2-0.7-1.5-0.9-0.5	5.6E-02	5.4E-02	5.8E-01	1.5E-01	1.6E-01	4.0E-01
ERP005860_ERR527065	fecal_human	fecal_Asian_human	Chinahuman	ERR527065	Level 1	6.5-0.5-1.0-1.5-0.7	1.1E-01	3.8E-02	3.8E-01	2.4E-01	2.3E-01	3.3E-01
ERP005860_ERR527066	fecal_human	fecal_Asian_human	Chinahuman	ERR527066	Level 2	3.7-0.3-0.9-1.2-1.1	6.4E-02	2.4E-02	3.5E-01	1.9E-01	3.8E-01	3.0E-01
ERP005860_ERR527067	fecal_human	fecal_Asian_human	Chinahuman	ERR527067	Level 2	3.2-0.7-1.2-1.1-0.7	5.5E-02	5.4E-02	4.9E-01	1.7E-01	2.4E-01	5.9E-01
ERP005860_ERR527068	fecal_human	fecal_Asian_human	Chinahuman	ERR527068	Level 2	3.1-1.7-1.3-0.5-0.6	5.3E-02	1.4E-01	5.3E-01	8.6E-02	2.0E-01	2.7E+00
ERP005860_ERR527070	fecal_human	fecal_Asian_human	Chinahuman	ERR527070	Level 1	5.9-0.6-1.0-1.7-0.5	1.0E-01	4.6E-02	4.0E-01	2.7E-01	1.9E-01	4.0E-01
ERP005860_ERR527071	fecal_human	fecal_Asian_human	Chinahuman	ERR527071	Level 2	3.8-0.4-1.1-1.5-0.7	6.5E-02	3.4E-02	4.3E-01	2.3E-01	2.4E-01	4.6E-01
ERP005860_ERR527072	fecal_human	fecal_Asian_human	Chinahuman	ERR527072	Level 3	2.0-0.3-1.4-1.5-0.5	3.5E-02	2.4E-02	5.3E-01	2.4E-01	1.7E-01	4.1E-01
ERP005860_ERR527073	fecal_human	fecal_Asian_human	Chinahuman	ERR527073	Level 2	2.7-0.5-1.4-1.4-0.4	4.7E-02	3.8E-02	5.4E-01	2.2E-01	1.6E-01	3.3E-01
ERP005860_ERR527075	fecal_human	fecal_Asian_human	Chinahuman	ERR527075	Level 3	1.8-0.4-1.4-1.3-0.5	3.1E-02	3.5E-02	5.5E-01	2.1E-01	1.8E-01	1.8E+00
ERP005860_ERR527076	fecal_human	fecal_Asian_human	Chinahuman	ERR527076	Level 3	1.3-0.4-1.5-1.8-0.2	2.3E-02	3.5E-02	5.9E-01	2.8E-01	6.7E-02	4.2E-01
ERP005860_ERR527077	fecal_human	fecal_Asian_human	Chinahuman	ERR527077	Level 2	3.0-0.2-1.1-1.1-0.9	5.2E-02	2.0E-02	4.5E-01	1.8E-01	3.0E-01	7.0E-01
ERP005860_ERR527078	fecal_human	fecal_Asian_human	Chinahuman	ERR527078	Level 2	4.5-0.2-1.1-1.5-0.7	7.8E-02	1.9E-02	4.4E-01	2.4E-01	2.3E-01	5.0E-01
ERP005860_ERR527079	fecal_human	fecal_Asian_human	Chinahuman	ERR527079	Level 1	6.2-0.3-1.0-1.6-0.7	1.1E-01	2.3E-02	3.7E-01	2.6E-01	2.4E-01	6.4E-01
ERP005860_ERR527080	fecal_human	fecal_Asian_human	Chinahuman	ERR527080	Level 1	5.4-0.3-1.1-1.9-0.4	9.4E-02	2.8E-02	4.4E-01	3.0E-01	1.4E-01	4.4E-01
ERP005860_ERR527081	fecal_human	fecal_Asian_human	Chinahuman	ERR527081	Level 1	4.9-0.8-1.2-1.5-0.4	8.4E-02	6.2E-02	4.7E-01	2.3E-01	1.5E-01	3.4E-01
ERP005860_ERR527082	fecal_human	fecal_Asian_human	Chinahuman	ERR527082	Level 1	4.7-0.5-1.2-1.5-0.5	8.1E-02	3.9E-02	4.8E-01	2.4E-01	1.6E-01	5.5E-01
ERP005860_ERR527084	fecal_human	fecal_Asian_human	Chinahuman	ERR527084	Level 1	7.2-0.6-0.9-1.9-0.5	1.3E-01	4.7E-02	3.7E-01	3.0E-01	1.6E-01	7.2E-01
ERP005860_ERR527085	fecal_human	fecal_Asian_human	Chinahuman	ERR527085	Level 2	4.2-0.4-1.1-1.4-0.7	7.3E-02	3.7E-02	4.2E-01	2.1E-01	2.6E-01	9.8E-01
ERP005860_ERR527087	fecal_human	fecal_Asian_human	Chinahuman	ERR527087	Level 2	4.1-0.4-1.3-1.6-0.4	7.1E-02	3.6E-02	4.9E-01	2.5E-01	1.5E-01	4.5E-01
ERP005860_ERR527088	fecal_human	fecal_Asian_human	Chinahuman	ERR527088	Level 2	3.7-0.7-1.3-1.6-0.4	6.4E-02	5.4E-02	4.9E-01	2.6E-01	1.3E-01	2.8E-01
ERP005860_ERR527089	fecal_human	fecal_Asian_human	Chinahuman	ERR527089	Level 2	4.1-0.3-1.1-1.5-0.7	7.1E-02	2.8E-02	4.3E-01	2.3E-01	2.4E-01	4.8E-01
ERP005860_ERR527090	fecal_human	fecal_Asian_human	Chinahuman	ERR527090	Level 2	3.5-0.4-1.0-1.2-0.9	6.1E-02	3.0E-02	4.1E-01	1.9E-01	3.1E-01	3.7E-01
ERP005860_ERR527091	fecal_human	fecal_Asian_human	Chinahuman	ERR527091	Level 3	1.9-0.7-1.2-0.9-0.8	3.3E-02	5.5E-02	4.9E-01	1.4E-01	2.8E-01	3.0E-01
ERP005860_ERR527093	fecal_human	fecal_Asian_human	Chinahuman	ERR527093	Level 3	2.2-0.7-1.4-1.2-0.4	3.8E-02	5.6E-02	5.6E-01	1.9E-01	1.5E-01	8.6E-01
ERP005860_ERR527094	fecal_human	fecal_Asian_human	Chinahuman	ERR527094	Level 3	1.2-0.2-1.6-1.4-0.3	2.1E-02	1.4E-02	6.4E-01	2.2E-01	9.8E-02	5.9E-01
ERP005860_ERR527096	fecal_human	fecal_Asian_human	Chinahuman	ERR527096	Level 3	2.2-0.7-1.7-0.8-0.3	3.8E-02	5.7E-02	6.8E-01	1.2E-01	1.0E-01	1.2E+00
ERP005860_ERR527098	fecal_human	fecal_Asian_human	Chinahuman	ERR527098	Level 3	1.9-0.2-1.2-1.8-0.5	3.3E-02	1.9E-02	4.9E-01	2.8E-01	1.8E-01	7.8E-01
ERP005860_ERR527100	fecal_human	fecal_Asian_human	Chinahuman	ERR527100	Level 2	2.5-0.2-1.2-1.7-0.6	4.4E-02	2.0E-02	4.6E-01	2.7E-01	2.1E-01	5.1E-01
ERP005860_ERR527101	fecal_human	fecal_Asian_human	Chinahuman	ERR527101	Level 3	0.6-0.1-1.6-1.7-0.3	9.6E-03	8.7E-03	6.1E-01	2.7E-01	1.1E-01	1.3E+00
ERP005860_ERR527103	fecal_human	fecal_Asian_human	Chinahuman	ERR527103	Level 1	4.9-0.5-1.4-1.2-0.4	8.4E-02	3.9E-02	5.7E-01	1.8E-01	1.3E-01	5.5E-01
ERP005860_ERR527104	fecal_human	fecal_Asian_human	Chinahuman	ERR527104	Level 1	10.5-0.4-0.9-1.4-0.6	1.8E-01	2.9E-02	3.5E-01	2.1E-01	2.2E-01	6.4E-01
ERP005860_ERR527105	fecal_human	fecal_Asian_human	Chinahuman	ERR527105	Level 3	1.2-0.8-1.4-1.1-0.6	2.0E-02	6.9E-02	5.5E-01	1.7E-01	1.9E-01	5.0E-01
ERP005860_ERR527106	fecal_human	fecal_Asian_human	Chinahuman	ERR527106	Level 1	5.6-0.3-1.0-1.4-0.7	9.6E-02	2.8E-02	4.1E-01	2.2E-01	2.5E-01	5.0E-01
ERP005860_ERR527107	fecal_human	fecal_Asian_human	Chinahuman	ERR527107	Level 2	4.0-0.4-1.1-1.4-0.7	7.0E-02	3.6E-02	4.3E-01	2.2E-01	2.4E-01	8.6E-01
ERP005860_ERR527108	fecal_human	fecal_Asian_human	Chinahuman	ERR527108	Level 2	3.6-0.3-1.2-1.5-0.6	6.3E-02	2.8E-02	4.8E-01	2.3E-01	2.0E-01	5.1E-01
ERP005860_ERR527109	fecal_human	fecal_Asian_human	Chinahuman	ERR527109	Level 1	4.5-0.5-1.2-1.5-0.5	7.8E-02	4.2E-02	4.7E-01	2.3E-01	1.8E-01	7.6E-01
ERP005860_ERR527110	fecal_human	fecal_Asian_human	Chinahuman	ERR527110	Level 1	5.5-0.5-1.1-1.6-0.5	9.5E-02	4.4E-02	4.5E-01	2.5E-01	1.7E-01	7.6E-01
ERP005860_ERR527112	fecal_human	fecal_Asian_human	Chinahuman	ERR527112	Level 1	6.9-0.3-1.0-1.4-0.6	1.2E-01	2.6E-02	4.1E-01	2.2E-01	2.2E-01	6.2E-01
ERP005860_ERR527113	fecal_human	fecal_Asian_human	Chinahuman	ERR527113	Level 2	3.4-0.5-1.2-1.3-0.6	5.9E-02	4.1E-02	4.8E-01	2.0E-01	2.2E-01	6.5E-01
ERP005860_ERR527115	fecal_human	fecal_Asian_human	Chinahuman	ERR527115	Level 2	4.1-0.6-1.1-1.3-0.7	7.0E-02	4.6E-02	4.4E-01	2.1E-01	2.4E-01	6.2E-01
ERP005860_ERR527116	fecal_human	fecal_Asian_human	Chinahuman	ERR527116	Level 2	3.1-0.2-1.4-1.7-0.4	5.3E-02	1.8E-02	5.4E-01	2.6E-01	1.3E-01	8.5E-01
ERP005860_ERR527118	fecal_human	fecal_Asian_human	Chinahuman	ERR527118	Level 1	6.0-0.4-1.1-1.5-0.6	1.0E-01	3.2E-02	4.3E-01	2.3E-01	2.0E-01	5.8E-01
ERP005860_ERR527120	fecal_human	fecal_Asian_human	Chinahuman	ERR527120	Level 1	5.7-0.6-0.9-1.4-0.8	9.8E-02	4.6E-02	3.5E-01	2.3E-01	2.8E-01	3.5E-01
ERP005860_ERR527121	fecal_human	fecal_Asian_human	Chinahuman	ERR527121	Level 2	3.7-0.6-1.1-1.4-0.7	6.3E-02	4.8E-02	4.3E-01	2.2E-01	2.4E-01	6.5E-01
ERP005860_ERR527122	fecal_human	fecal_Asian_human	Chinahuman	ERR527122	Level 3	2.0-0.4-1.2-1.3-0.7	3.5E-02	3.1E-02	4.8E-01	2.0E-01	2.6E-01	5.9E-01
ERP005860_ERR527123	fecal_human	fecal_Asian_human	Chinahuman	ERR527123	Level 2	3.0-0.3-1.0-1.1-1.0	5.1E-02	2.4E-02	4.0E-01	1.7E-01	3.6E-01	4.3E-01
ERP005860_ERR527124	fecal_human	fecal_Asian_human	Chinahuman	ERR527124	Level 2	2.9-0.4-1.0-1.4-0.8	5.1E-02	3.2E-02	4.0E-01	2.2E-01	3.0E-01	4.3E-01
ERP005860_ERR528329	fecal_human	fecal_Asian_human	Chinahuman	ERR528329	Level 1	4.9-0.5-1.2-1.4-0.5	8.4E-02	4.4E-02	4.8E-01	2.2E-01	1.7E-01	6.4E-01
HMIWGSheathy_SRS011452	fecal_human	fecal_American_human	USAhuman	SRS011452	Level 3	0.4-0.1-1.5-2.0-0.2	6.8E-03	8.1E-03	5.9E-01	3.1E-01	8.4E-02	7.0E-01
HMIWGSheathy_SRS013638	fecal_human	fecal_American_human	USAhuman	SRS013638	Level 3	1.7-0.6-1.5-1.4-0.3	2.9E-02	4.6E-02	5.8E-01	2.3E-01	1.2E-01	5.9E-01
